transaction_id,account_id,laundering_schema_type,laundering_schema_id
63614367,374366,laundering_schema_1,laundering_schema_1_id6
63614367,1119260,laundering_schema_1,laundering_schema_1_id6
63614363,374366,laundering_schema_1,laundering_schema_1_id6
63614363,625855,laundering_schema_1,laundering_schema_1_id6
63614364,374366,laundering_schema_1,laundering_schema_1_id6
63614364,1696389,laundering_schema_1,laundering_schema_1_id6
296581448,1744858,laundering_schema_1,laundering_schema_1_id7
296581449,1744858,laundering_schema_1,laundering_schema_1_id7
296581450,1744858,laundering_schema_1,laundering_schema_1_id7
296581453,1744858,laundering_schema_1,laundering_schema_1_id7
296581453,1285483,laundering_schema_1,laundering_schema_1_id7
296581454,1744858,laundering_schema_1,laundering_schema_1_id7
296581454,1744859,laundering_schema_1,laundering_schema_1_id7
296581451,1744858,laundering_schema_1,laundering_schema_1_id7
296581451,1744859,laundering_schema_1,laundering_schema_1_id7
296581452,1744858,laundering_schema_1,laundering_schema_1_id7
296581452,1470756,laundering_schema_1,laundering_schema_1_id7
296581455,1744858,laundering_schema_1,laundering_schema_1_id7
296581455,1667465,laundering_schema_1,laundering_schema_1_id7
296581456,1744858,laundering_schema_1,laundering_schema_1_id7
296581463,1744858,laundering_schema_1,laundering_schema_1_id7
296581457,1744858,laundering_schema_1,laundering_schema_1_id7
296581472,1744858,laundering_schema_1,laundering_schema_1_id7
296581473,1744858,laundering_schema_1,laundering_schema_1_id7
296581473,1470756,laundering_schema_1,laundering_schema_1_id7
296581475,1744858,laundering_schema_1,laundering_schema_1_id7
296581475,1667465,laundering_schema_1,laundering_schema_1_id7
296581474,1744858,laundering_schema_1,laundering_schema_1_id7
296581474,1744859,laundering_schema_1,laundering_schema_1_id7
296581490,1744858,laundering_schema_1,laundering_schema_1_id7
296581484,1744858,laundering_schema_1,laundering_schema_1_id7
296581483,1744858,laundering_schema_1,laundering_schema_1_id7
296581491,1744858,laundering_schema_1,laundering_schema_1_id7
296581485,1744858,laundering_schema_1,laundering_schema_1_id7
296581492,1744858,laundering_schema_1,laundering_schema_1_id7
296581492,1285483,laundering_schema_1,laundering_schema_1_id7
296581493,1744858,laundering_schema_1,laundering_schema_1_id7
296581493,1744859,laundering_schema_1,laundering_schema_1_id7
145540639,855630,laundering_schema_1,laundering_schema_1_id9
145540640,855630,laundering_schema_1,laundering_schema_1_id9
145540645,855630,laundering_schema_1,laundering_schema_1_id9
145540645,616791,laundering_schema_1,laundering_schema_1_id9
145540646,855630,laundering_schema_1,laundering_schema_1_id9
145540646,705600,laundering_schema_1,laundering_schema_1_id9
145540647,855630,laundering_schema_1,laundering_schema_1_id9
145540647,930611,laundering_schema_1,laundering_schema_1_id9
145540642,855630,laundering_schema_1,laundering_schema_1_id9
145540642,1261769,laundering_schema_1,laundering_schema_1_id9
145540643,855630,laundering_schema_1,laundering_schema_1_id9
145540643,1701432,laundering_schema_1,laundering_schema_1_id9
85131667,501142,laundering_schema_1,laundering_schema_1_id13
85131670,501142,laundering_schema_1,laundering_schema_1_id13
85131668,501142,laundering_schema_1,laundering_schema_1_id13
85131672,501142,laundering_schema_1,laundering_schema_1_id13
85131672,1288674,laundering_schema_1,laundering_schema_1_id13
85131671,501142,laundering_schema_1,laundering_schema_1_id13
85131671,1288674,laundering_schema_1,laundering_schema_1_id13
85131675,501142,laundering_schema_1,laundering_schema_1_id13
85131676,501142,laundering_schema_1,laundering_schema_1_id13
85131678,501142,laundering_schema_1,laundering_schema_1_id13
85131678,1288674,laundering_schema_1,laundering_schema_1_id13
85131677,501142,laundering_schema_1,laundering_schema_1_id13
85131677,1288674,laundering_schema_1,laundering_schema_1_id13
85131679,501142,laundering_schema_1,laundering_schema_1_id13
85131679,1288674,laundering_schema_1,laundering_schema_1_id13
85131680,501142,laundering_schema_1,laundering_schema_1_id13
85131680,1288674,laundering_schema_1,laundering_schema_1_id13
85131681,501142,laundering_schema_1,laundering_schema_1_id13
85131681,1288674,laundering_schema_1,laundering_schema_1_id13
95830786,564050,laundering_schema_1,laundering_schema_1_id14
95830781,564050,laundering_schema_1,laundering_schema_1_id14
95830788,564050,laundering_schema_1,laundering_schema_1_id14
95830788,1082942,laundering_schema_1,laundering_schema_1_id14
95830787,564050,laundering_schema_1,laundering_schema_1_id14
95830787,183321,laundering_schema_1,laundering_schema_1_id14
95830802,564050,laundering_schema_1,laundering_schema_1_id14
95830795,564050,laundering_schema_1,laundering_schema_1_id14
95830798,564050,laundering_schema_1,laundering_schema_1_id14
95830796,564050,laundering_schema_1,laundering_schema_1_id14
95830807,564050,laundering_schema_1,laundering_schema_1_id14
95830807,183321,laundering_schema_1,laundering_schema_1_id14
95830803,564050,laundering_schema_1,laundering_schema_1_id14
95830803,1082942,laundering_schema_1,laundering_schema_1_id14
95830804,564050,laundering_schema_1,laundering_schema_1_id14
95830804,183321,laundering_schema_1,laundering_schema_1_id14
95830808,564050,laundering_schema_1,laundering_schema_1_id14
95830808,1082942,laundering_schema_1,laundering_schema_1_id14
95830824,564050,laundering_schema_1,laundering_schema_1_id14
95830823,564050,laundering_schema_1,laundering_schema_1_id14
95830822,564050,laundering_schema_1,laundering_schema_1_id14
95830818,564050,laundering_schema_1,laundering_schema_1_id14
95830828,564050,laundering_schema_1,laundering_schema_1_id14
95830828,183321,laundering_schema_1,laundering_schema_1_id14
95830829,564050,laundering_schema_1,laundering_schema_1_id14
95830829,1082942,laundering_schema_1,laundering_schema_1_id14
258735010,1521996,laundering_schema_1,laundering_schema_1_id17
258735009,1521996,laundering_schema_1,laundering_schema_1_id17
258735011,1521996,laundering_schema_1,laundering_schema_1_id17
258735014,1521996,laundering_schema_1,laundering_schema_1_id17
258735014,655661,laundering_schema_1,laundering_schema_1_id17
258735012,1521996,laundering_schema_1,laundering_schema_1_id17
258735012,454978,laundering_schema_1,laundering_schema_1_id17
258735015,1521996,laundering_schema_1,laundering_schema_1_id17
258735015,32823,laundering_schema_1,laundering_schema_1_id17
258735016,1521996,laundering_schema_1,laundering_schema_1_id17
258735016,539426,laundering_schema_1,laundering_schema_1_id17
258735013,1521996,laundering_schema_1,laundering_schema_1_id17
258735013,518146,laundering_schema_1,laundering_schema_1_id17
79079798,465258,laundering_schema_1,laundering_schema_1_id18
79079799,465258,laundering_schema_1,laundering_schema_1_id18
79079802,465258,laundering_schema_1,laundering_schema_1_id18
79079802,22033,laundering_schema_1,laundering_schema_1_id18
79079803,465258,laundering_schema_1,laundering_schema_1_id18
79079803,1059707,laundering_schema_1,laundering_schema_1_id18
79079800,465258,laundering_schema_1,laundering_schema_1_id18
79079800,1738906,laundering_schema_1,laundering_schema_1_id18
79079801,465258,laundering_schema_1,laundering_schema_1_id18
79079801,473725,laundering_schema_1,laundering_schema_1_id18
79079805,465258,laundering_schema_1,laundering_schema_1_id18
79079806,465258,laundering_schema_1,laundering_schema_1_id18
79079809,465258,laundering_schema_1,laundering_schema_1_id18
79079809,1738906,laundering_schema_1,laundering_schema_1_id18
79079807,465258,laundering_schema_1,laundering_schema_1_id18
79079807,1059707,laundering_schema_1,laundering_schema_1_id18
79079808,465258,laundering_schema_1,laundering_schema_1_id18
79079808,1059707,laundering_schema_1,laundering_schema_1_id18
79079811,465258,laundering_schema_1,laundering_schema_1_id18
79079811,473725,laundering_schema_1,laundering_schema_1_id18
79079810,465258,laundering_schema_1,laundering_schema_1_id18
79079810,473725,laundering_schema_1,laundering_schema_1_id18
201384880,1184766,laundering_schema_1,laundering_schema_1_id19
201384883,1184766,laundering_schema_1,laundering_schema_1_id19
201384884,1184766,laundering_schema_1,laundering_schema_1_id19
201384882,1184766,laundering_schema_1,laundering_schema_1_id19
201384887,1184766,laundering_schema_1,laundering_schema_1_id19
201384887,1028779,laundering_schema_1,laundering_schema_1_id19
201384888,1184766,laundering_schema_1,laundering_schema_1_id19
201384888,417376,laundering_schema_1,laundering_schema_1_id19
201384885,1184766,laundering_schema_1,laundering_schema_1_id19
201384885,1090018,laundering_schema_1,laundering_schema_1_id19
201384890,1184766,laundering_schema_1,laundering_schema_1_id19
201384890,530896,laundering_schema_1,laundering_schema_1_id19
201384886,1184766,laundering_schema_1,laundering_schema_1_id19
201384886,394159,laundering_schema_1,laundering_schema_1_id19
201384896,1184766,laundering_schema_1,laundering_schema_1_id19
201384904,1184766,laundering_schema_1,laundering_schema_1_id19
201384902,1184766,laundering_schema_1,laundering_schema_1_id19
201384897,1184766,laundering_schema_1,laundering_schema_1_id19
201384906,1184766,laundering_schema_1,laundering_schema_1_id19
201384907,1184766,laundering_schema_1,laundering_schema_1_id19
201384907,530896,laundering_schema_1,laundering_schema_1_id19
201384908,1184766,laundering_schema_1,laundering_schema_1_id19
201384908,394159,laundering_schema_1,laundering_schema_1_id19
201384911,1184766,laundering_schema_1,laundering_schema_1_id19
201384911,1090018,laundering_schema_1,laundering_schema_1_id19
201384928,1184766,laundering_schema_1,laundering_schema_1_id19
201384924,1184766,laundering_schema_1,laundering_schema_1_id19
201384920,1184766,laundering_schema_1,laundering_schema_1_id19
201384923,1184766,laundering_schema_1,laundering_schema_1_id19
201384925,1184766,laundering_schema_1,laundering_schema_1_id19
201384931,1184766,laundering_schema_1,laundering_schema_1_id19
201384931,1090018,laundering_schema_1,laundering_schema_1_id19
201384929,1184766,laundering_schema_1,laundering_schema_1_id19
201384929,417376,laundering_schema_1,laundering_schema_1_id19
201384932,1184766,laundering_schema_1,laundering_schema_1_id19
201384932,417376,laundering_schema_1,laundering_schema_1_id19
15598652,91506,laundering_schema_1,laundering_schema_1_id20
15598654,91506,laundering_schema_1,laundering_schema_1_id20
15598655,91506,laundering_schema_1,laundering_schema_1_id20
15598653,91506,laundering_schema_1,laundering_schema_1_id20
15598656,91506,laundering_schema_1,laundering_schema_1_id20
15598659,91506,laundering_schema_1,laundering_schema_1_id20
15598659,91505,laundering_schema_1,laundering_schema_1_id20
15598657,91506,laundering_schema_1,laundering_schema_1_id20
15598657,1745895,laundering_schema_1,laundering_schema_1_id20
15598660,91506,laundering_schema_1,laundering_schema_1_id20
15598660,1745895,laundering_schema_1,laundering_schema_1_id20
109028288,641525,laundering_schema_1,laundering_schema_1_id21
109028285,641525,laundering_schema_1,laundering_schema_1_id21
109028286,641525,laundering_schema_1,laundering_schema_1_id21
109028287,641525,laundering_schema_1,laundering_schema_1_id21
109028290,641525,laundering_schema_1,laundering_schema_1_id21
109028293,641525,laundering_schema_1,laundering_schema_1_id21
109028293,515335,laundering_schema_1,laundering_schema_1_id21
109028294,641525,laundering_schema_1,laundering_schema_1_id21
109028294,1458397,laundering_schema_1,laundering_schema_1_id21
109028295,641525,laundering_schema_1,laundering_schema_1_id21
109028295,520348,laundering_schema_1,laundering_schema_1_id21
109028296,641525,laundering_schema_1,laundering_schema_1_id21
109028296,1430977,laundering_schema_1,laundering_schema_1_id21
109028297,641525,laundering_schema_1,laundering_schema_1_id21
109028297,986364,laundering_schema_1,laundering_schema_1_id21
109028300,641525,laundering_schema_1,laundering_schema_1_id21
109028301,641525,laundering_schema_1,laundering_schema_1_id21
109028302,641525,laundering_schema_1,laundering_schema_1_id21
109028303,641525,laundering_schema_1,laundering_schema_1_id21
109028303,986364,laundering_schema_1,laundering_schema_1_id21
109028306,641525,laundering_schema_1,laundering_schema_1_id21
109028306,515335,laundering_schema_1,laundering_schema_1_id21
109028310,641525,laundering_schema_1,laundering_schema_1_id21
109028307,641525,laundering_schema_1,laundering_schema_1_id21
109028308,641525,laundering_schema_1,laundering_schema_1_id21
109028313,641525,laundering_schema_1,laundering_schema_1_id21
109028313,1430977,laundering_schema_1,laundering_schema_1_id21
109028311,641525,laundering_schema_1,laundering_schema_1_id21
109028311,1458397,laundering_schema_1,laundering_schema_1_id21
109028314,641525,laundering_schema_1,laundering_schema_1_id21
109028314,515335,laundering_schema_1,laundering_schema_1_id21
109028312,641525,laundering_schema_1,laundering_schema_1_id21
109028312,986364,laundering_schema_1,laundering_schema_1_id21
289979525,1705987,laundering_schema_1,laundering_schema_1_id22
289979524,1705987,laundering_schema_1,laundering_schema_1_id22
289979521,1705987,laundering_schema_1,laundering_schema_1_id22
289979522,1705987,laundering_schema_1,laundering_schema_1_id22
289979530,1705987,laundering_schema_1,laundering_schema_1_id22
289979530,1705986,laundering_schema_1,laundering_schema_1_id22
289979526,1705987,laundering_schema_1,laundering_schema_1_id22
289979526,1752714,laundering_schema_1,laundering_schema_1_id22
289979527,1705987,laundering_schema_1,laundering_schema_1_id22
289979527,144705,laundering_schema_1,laundering_schema_1_id22
289979528,1705987,laundering_schema_1,laundering_schema_1_id22
289979528,1792948,laundering_schema_1,laundering_schema_1_id22
276735116,1628216,laundering_schema_1,laundering_schema_1_id23
276735121,1628216,laundering_schema_1,laundering_schema_1_id23
276735117,1628216,laundering_schema_1,laundering_schema_1_id23
276735118,1628216,laundering_schema_1,laundering_schema_1_id23
276735122,1628216,laundering_schema_1,laundering_schema_1_id23
276735122,1788094,laundering_schema_1,laundering_schema_1_id23
276735131,1628216,laundering_schema_1,laundering_schema_1_id23
276735131,1788094,laundering_schema_1,laundering_schema_1_id23
276735123,1628216,laundering_schema_1,laundering_schema_1_id23
276735123,1341862,laundering_schema_1,laundering_schema_1_id23
276735129,1628216,laundering_schema_1,laundering_schema_1_id23
276735129,1249059,laundering_schema_1,laundering_schema_1_id23
276735152,1628216,laundering_schema_1,laundering_schema_1_id23
276735153,1628216,laundering_schema_1,laundering_schema_1_id23
276735141,1628216,laundering_schema_1,laundering_schema_1_id23
276735155,1628216,laundering_schema_1,laundering_schema_1_id23
276735142,1628216,laundering_schema_1,laundering_schema_1_id23
276735159,1628216,laundering_schema_1,laundering_schema_1_id23
276735159,1788094,laundering_schema_1,laundering_schema_1_id23
276735160,1628216,laundering_schema_1,laundering_schema_1_id23
276735160,1249059,laundering_schema_1,laundering_schema_1_id23
276735161,1628216,laundering_schema_1,laundering_schema_1_id23
276735161,1341862,laundering_schema_1,laundering_schema_1_id23
276735156,1628216,laundering_schema_1,laundering_schema_1_id23
276735156,1249059,laundering_schema_1,laundering_schema_1_id23
276735157,1628216,laundering_schema_1,laundering_schema_1_id23
276735157,1788094,laundering_schema_1,laundering_schema_1_id23
14052641,82389,laundering_schema_1,laundering_schema_1_id25
14052639,82389,laundering_schema_1,laundering_schema_1_id25
14052642,82389,laundering_schema_1,laundering_schema_1_id25
14052645,82389,laundering_schema_1,laundering_schema_1_id25
14052645,463495,laundering_schema_1,laundering_schema_1_id25
14052643,82389,laundering_schema_1,laundering_schema_1_id25
14052643,463495,laundering_schema_1,laundering_schema_1_id25
14052644,82389,laundering_schema_1,laundering_schema_1_id25
14052644,1025999,laundering_schema_1,laundering_schema_1_id25
14052651,82389,laundering_schema_1,laundering_schema_1_id25
14052648,82389,laundering_schema_1,laundering_schema_1_id25
14052649,82389,laundering_schema_1,laundering_schema_1_id25
14052652,82389,laundering_schema_1,laundering_schema_1_id25
14052650,82389,laundering_schema_1,laundering_schema_1_id25
14052653,82389,laundering_schema_1,laundering_schema_1_id25
14052653,1025999,laundering_schema_1,laundering_schema_1_id25
14052654,82389,laundering_schema_1,laundering_schema_1_id25
14052654,463495,laundering_schema_1,laundering_schema_1_id25
14052655,82389,laundering_schema_1,laundering_schema_1_id25
14052655,1025999,laundering_schema_1,laundering_schema_1_id25
14052656,82389,laundering_schema_1,laundering_schema_1_id25
14052656,463495,laundering_schema_1,laundering_schema_1_id25
14052659,82389,laundering_schema_1,laundering_schema_1_id25
14052661,82389,laundering_schema_1,laundering_schema_1_id25
14052663,82389,laundering_schema_1,laundering_schema_1_id25
14052663,463495,laundering_schema_1,laundering_schema_1_id25
14052662,82389,laundering_schema_1,laundering_schema_1_id25
14052662,1025999,laundering_schema_1,laundering_schema_1_id25
14052664,82389,laundering_schema_1,laundering_schema_1_id25
14052664,1025999,laundering_schema_1,laundering_schema_1_id25
173425056,1020193,laundering_schema_1,laundering_schema_1_id27
173425058,1020193,laundering_schema_1,laundering_schema_1_id27
173425057,1020193,laundering_schema_1,laundering_schema_1_id27
173425059,1020193,laundering_schema_1,laundering_schema_1_id27
173425059,327670,laundering_schema_1,laundering_schema_1_id27
173425062,1020193,laundering_schema_1,laundering_schema_1_id27
173425062,1242235,laundering_schema_1,laundering_schema_1_id27
173425060,1020193,laundering_schema_1,laundering_schema_1_id27
173425060,713228,laundering_schema_1,laundering_schema_1_id27
173425061,1020193,laundering_schema_1,laundering_schema_1_id27
173425061,1114401,laundering_schema_1,laundering_schema_1_id27
173425066,1020193,laundering_schema_1,laundering_schema_1_id27
173425068,1020193,laundering_schema_1,laundering_schema_1_id27
173425070,1020193,laundering_schema_1,laundering_schema_1_id27
173425070,1114401,laundering_schema_1,laundering_schema_1_id27
173425069,1020193,laundering_schema_1,laundering_schema_1_id27
173425069,327670,laundering_schema_1,laundering_schema_1_id27
173425071,1020193,laundering_schema_1,laundering_schema_1_id27
173425071,713228,laundering_schema_1,laundering_schema_1_id27
173425072,1020193,laundering_schema_1,laundering_schema_1_id27
173425072,1242235,laundering_schema_1,laundering_schema_1_id27
87093737,512699,laundering_schema_1,laundering_schema_1_id28
87093738,512699,laundering_schema_1,laundering_schema_1_id28
87093741,512699,laundering_schema_1,laundering_schema_1_id28
87093741,1275639,laundering_schema_1,laundering_schema_1_id28
87093742,512699,laundering_schema_1,laundering_schema_1_id28
87093742,172672,laundering_schema_1,laundering_schema_1_id28
87093743,512699,laundering_schema_1,laundering_schema_1_id28
87093743,71096,laundering_schema_1,laundering_schema_1_id28
87093739,512699,laundering_schema_1,laundering_schema_1_id28
87093739,89726,laundering_schema_1,laundering_schema_1_id28
197771100,1163475,laundering_schema_1,laundering_schema_1_id30
197771101,1163475,laundering_schema_1,laundering_schema_1_id30
197771102,1163475,laundering_schema_1,laundering_schema_1_id30
197771104,1163475,laundering_schema_1,laundering_schema_1_id30
197771104,84270,laundering_schema_1,laundering_schema_1_id30
197771103,1163475,laundering_schema_1,laundering_schema_1_id30
197771103,45676,laundering_schema_1,laundering_schema_1_id30
916111,5409,laundering_schema_1,laundering_schema_1_id31
916112,5409,laundering_schema_1,laundering_schema_1_id31
916113,5409,laundering_schema_1,laundering_schema_1_id31
916108,5409,laundering_schema_1,laundering_schema_1_id31
916109,5409,laundering_schema_1,laundering_schema_1_id31
916114,5409,laundering_schema_1,laundering_schema_1_id31
916114,786345,laundering_schema_1,laundering_schema_1_id31
916115,5409,laundering_schema_1,laundering_schema_1_id31
916115,786345,laundering_schema_1,laundering_schema_1_id31
916116,5409,laundering_schema_1,laundering_schema_1_id31
916116,79879,laundering_schema_1,laundering_schema_1_id31
916134,5409,laundering_schema_1,laundering_schema_1_id31
916140,5409,laundering_schema_1,laundering_schema_1_id31
916150,5409,laundering_schema_1,laundering_schema_1_id31
916150,786345,laundering_schema_1,laundering_schema_1_id31
916148,5409,laundering_schema_1,laundering_schema_1_id31
916148,79879,laundering_schema_1,laundering_schema_1_id31
916141,5409,laundering_schema_1,laundering_schema_1_id31
916141,79879,laundering_schema_1,laundering_schema_1_id31
916142,5409,laundering_schema_1,laundering_schema_1_id31
916142,786345,laundering_schema_1,laundering_schema_1_id31
916143,5409,laundering_schema_1,laundering_schema_1_id31
916143,786345,laundering_schema_1,laundering_schema_1_id31
916183,5409,laundering_schema_1,laundering_schema_1_id31
916181,5409,laundering_schema_1,laundering_schema_1_id31
916161,5409,laundering_schema_1,laundering_schema_1_id31
916160,5409,laundering_schema_1,laundering_schema_1_id31
916186,5409,laundering_schema_1,laundering_schema_1_id31
916186,79879,laundering_schema_1,laundering_schema_1_id31
916187,5409,laundering_schema_1,laundering_schema_1_id31
916187,79879,laundering_schema_1,laundering_schema_1_id31
916184,5409,laundering_schema_1,laundering_schema_1_id31
916184,79879,laundering_schema_1,laundering_schema_1_id31
916188,5409,laundering_schema_1,laundering_schema_1_id31
916188,786345,laundering_schema_1,laundering_schema_1_id31
916185,5409,laundering_schema_1,laundering_schema_1_id31
916185,786345,laundering_schema_1,laundering_schema_1_id31
211898575,1246488,laundering_schema_1,laundering_schema_1_id32
211898577,1246488,laundering_schema_1,laundering_schema_1_id32
211898578,1246488,laundering_schema_1,laundering_schema_1_id32
211898578,1543780,laundering_schema_1,laundering_schema_1_id32
211898579,1246488,laundering_schema_1,laundering_schema_1_id32
211898579,727853,laundering_schema_1,laundering_schema_1_id32
211898580,1246488,laundering_schema_1,laundering_schema_1_id32
211898580,354376,laundering_schema_1,laundering_schema_1_id32
211898581,1246488,laundering_schema_1,laundering_schema_1_id32
211898581,1677603,laundering_schema_1,laundering_schema_1_id32
211898589,1246488,laundering_schema_1,laundering_schema_1_id32
211898592,1246488,laundering_schema_1,laundering_schema_1_id32
211898590,1246488,laundering_schema_1,laundering_schema_1_id32
211898588,1246488,laundering_schema_1,laundering_schema_1_id32
211898591,1246488,laundering_schema_1,laundering_schema_1_id32
211898593,1246488,laundering_schema_1,laundering_schema_1_id32
211898593,1677603,laundering_schema_1,laundering_schema_1_id32
211898597,1246488,laundering_schema_1,laundering_schema_1_id32
211898597,1677603,laundering_schema_1,laundering_schema_1_id32
211898595,1246488,laundering_schema_1,laundering_schema_1_id32
211898595,1677603,laundering_schema_1,laundering_schema_1_id32
211898596,1246488,laundering_schema_1,laundering_schema_1_id32
211898596,1677603,laundering_schema_1,laundering_schema_1_id32
211898618,1246488,laundering_schema_1,laundering_schema_1_id32
211898617,1246488,laundering_schema_1,laundering_schema_1_id32
211898612,1246488,laundering_schema_1,laundering_schema_1_id32
211898607,1246488,laundering_schema_1,laundering_schema_1_id32
211898619,1246488,laundering_schema_1,laundering_schema_1_id32
211898619,1543780,laundering_schema_1,laundering_schema_1_id32
211898620,1246488,laundering_schema_1,laundering_schema_1_id32
211898620,1677603,laundering_schema_1,laundering_schema_1_id32
211898621,1246488,laundering_schema_1,laundering_schema_1_id32
211898621,1543780,laundering_schema_1,laundering_schema_1_id32
94089054,553748,laundering_schema_1,laundering_schema_1_id34
94089050,553748,laundering_schema_1,laundering_schema_1_id34
94089051,553748,laundering_schema_1,laundering_schema_1_id34
94089055,553748,laundering_schema_1,laundering_schema_1_id34
94089055,240366,laundering_schema_1,laundering_schema_1_id34
94089063,553748,laundering_schema_1,laundering_schema_1_id34
94089063,1595868,laundering_schema_1,laundering_schema_1_id34
94089061,553748,laundering_schema_1,laundering_schema_1_id34
94089061,1690162,laundering_schema_1,laundering_schema_1_id34
94089064,553748,laundering_schema_1,laundering_schema_1_id34
94089064,250957,laundering_schema_1,laundering_schema_1_id34
94089080,553748,laundering_schema_1,laundering_schema_1_id34
94089078,553748,laundering_schema_1,laundering_schema_1_id34
94089081,553748,laundering_schema_1,laundering_schema_1_id34
94089081,1690162,laundering_schema_1,laundering_schema_1_id34
94089082,553748,laundering_schema_1,laundering_schema_1_id34
94089082,240366,laundering_schema_1,laundering_schema_1_id34
94089093,553748,laundering_schema_1,laundering_schema_1_id34
94089099,553748,laundering_schema_1,laundering_schema_1_id34
94089100,553748,laundering_schema_1,laundering_schema_1_id34
94089100,1690162,laundering_schema_1,laundering_schema_1_id34
94089101,553748,laundering_schema_1,laundering_schema_1_id34
94089101,250957,laundering_schema_1,laundering_schema_1_id34
133326066,784098,laundering_schema_1,laundering_schema_1_id35
133326065,784098,laundering_schema_1,laundering_schema_1_id35
133326068,784098,laundering_schema_1,laundering_schema_1_id35
133326068,551305,laundering_schema_1,laundering_schema_1_id35
133326069,784098,laundering_schema_1,laundering_schema_1_id35
133326069,435464,laundering_schema_1,laundering_schema_1_id35
133326070,784098,laundering_schema_1,laundering_schema_1_id35
133326070,1333900,laundering_schema_1,laundering_schema_1_id35
1592191,9293,laundering_schema_1,laundering_schema_1_id36
1592189,9293,laundering_schema_1,laundering_schema_1_id36
1592192,9293,laundering_schema_1,laundering_schema_1_id36
1592190,9293,laundering_schema_1,laundering_schema_1_id36
1592193,9293,laundering_schema_1,laundering_schema_1_id36
1592194,9293,laundering_schema_1,laundering_schema_1_id36
1592194,932115,laundering_schema_1,laundering_schema_1_id36
1592195,9293,laundering_schema_1,laundering_schema_1_id36
1592195,688382,laundering_schema_1,laundering_schema_1_id36
1592199,9293,laundering_schema_1,laundering_schema_1_id36
1592199,1516953,laundering_schema_1,laundering_schema_1_id36
1592198,9293,laundering_schema_1,laundering_schema_1_id36
1592198,1516953,laundering_schema_1,laundering_schema_1_id36
1592196,9293,laundering_schema_1,laundering_schema_1_id36
1592196,1516953,laundering_schema_1,laundering_schema_1_id36
289370683,1702513,laundering_schema_1,laundering_schema_1_id37
289370684,1702513,laundering_schema_1,laundering_schema_1_id37
289370685,1702513,laundering_schema_1,laundering_schema_1_id37
289370685,971974,laundering_schema_1,laundering_schema_1_id37
289370686,1702513,laundering_schema_1,laundering_schema_1_id37
289370686,196940,laundering_schema_1,laundering_schema_1_id37
289370690,1702513,laundering_schema_1,laundering_schema_1_id37
289370690,1543053,laundering_schema_1,laundering_schema_1_id37
289370688,1702513,laundering_schema_1,laundering_schema_1_id37
289370688,986203,laundering_schema_1,laundering_schema_1_id37
289370687,1702513,laundering_schema_1,laundering_schema_1_id37
289370687,360495,laundering_schema_1,laundering_schema_1_id37
124565249,732740,laundering_schema_1,laundering_schema_1_id39
124565253,732740,laundering_schema_1,laundering_schema_1_id39
124565250,732740,laundering_schema_1,laundering_schema_1_id39
124565251,732740,laundering_schema_1,laundering_schema_1_id39
124565252,732740,laundering_schema_1,laundering_schema_1_id39
124565254,732740,laundering_schema_1,laundering_schema_1_id39
124565254,322247,laundering_schema_1,laundering_schema_1_id39
124565257,732740,laundering_schema_1,laundering_schema_1_id39
124565257,640387,laundering_schema_1,laundering_schema_1_id39
124565255,732740,laundering_schema_1,laundering_schema_1_id39
