transaction_id,source,target,month,day,weekday,hour,min,sec,channel,payment_system,category_0,category_1,category_2,amount,age,initial_balance,assigned_bank_type,assigned_bank,laundering_schema_type,laundering_schema_id,laundering_yn
306191460,1801341,681513,10,15,Thursday,10,29,28,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,4900.5,40.0,110848.185,local,local_3,laundering_schema_6,laundering_schema_6_id146,1
57612383,339117,cash_138,9,28,Monday,10,30,4,CARD,LINK,other_expenses,cash_withdrawal,other,650.0,40.0,617.8751713229678,large,large_1,laundering_schema_5,laundering_schema_5_id87,1
80588334,474267,cryptocurrency_exchange_3,1,20,Monday,10,1,51,OTHER,OTHER,financial_assets,cryptocurrency,purchase,311.0,20.0,25564.594999999998,local,local_1,laundering_schema_3,laundering_schema_3_id45,1
53596822,foreign_9,315450,3,13,Friday,14,56,43,FOREIGN WIRE TRANSFER,CHAPS,income,other_income,other_uncategorized_income,950.0,45.0,147481.758,large,large_1,laundering_schema_3,laundering_schema_3_id87,1
263442212,1549909,1553367,5,13,Wednesday,12,9,17,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,4234.4,45.0,13184.587,large,large_2,laundering_schema_6,laundering_schema_6_id170,1
273483636,1608864,cash_49,5,13,Wednesday,20,12,8,CARD,LINK,other_expenses,cash_withdrawal,other,700.0,35.0,8860.467491704128,large_digital,large_digital_1,laundering_schema_6,laundering_schema_6_id116,1
48161705,283383,foreign_3,4,6,Monday,3,12,48,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,1283.67,50.0,48964.461,local,local_1,laundering_schema_2,laundering_schema_2_id105,1
234457239,1379200,cash_98,8,24,Monday,16,40,21,CARD,LINK,other_expenses,cash_withdrawal,other,390.0,55.0,134172.486,large,large_2,laundering_schema_7,laundering_schema_7_id11,1
305462643,1796979,cash_7,11,23,Monday,18,29,6,CARD,LINK,other_expenses,cash_withdrawal,other,670.0,65.0,49002.14,large,large_2,laundering_schema_6,laundering_schema_6_id55,1
299561564,1762420,1762416,4,13,Monday,1,53,49,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,6108.5,30.0,345.1100194922242,local,local_3,laundering_schema_6,laundering_schema_6_id171,1
53855583,316980,cash_111,9,22,Tuesday,4,25,19,CARD,LINK,other_expenses,cash_withdrawal,other,790.0,70.0,18495.02,local,local_1,laundering_schema_7,laundering_schema_7_id11,1
49594598,291970,cash_189,7,16,Thursday,12,53,42,CARD,LINK,other_expenses,cash_withdrawal,other,650.0,25.0,48545.44,large,large_1,laundering_schema_6,laundering_schema_6_id157,1
116439505,685200,919923,4,8,Wednesday,17,12,2,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,4269.68,25.0,47632.84799999999,large,large_1,laundering_schema_1,laundering_schema_1_id0,1
110490065,foreign_5,650231,7,23,Thursday,2,51,8,FOREIGN WIRE TRANSFER,CHAPS,income,other_income,other_uncategorized_income,5100.0,35.0,255075.45599999998,local,local_2,laundering_schema_7,laundering_schema_7_id69,1
112140475,660024,cryptocurrency_exchange_10,9,28,Monday,7,4,29,SDD,BACS,financial_assets,cryptocurrency,purchase,961.0,55.0,53732.44500000001,large,large_1,laundering_schema_3,laundering_schema_3_id140,1
97650085,574594,foreign_7,7,22,Wednesday,15,38,31,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,226.37,45.0,26665.03,large,large_1,laundering_schema_2,laundering_schema_2_id159,1
173362576,1019831,cash_40,2,16,Sunday,18,19,6,CARD,LINK,other_expenses,cash_withdrawal,other,730.0,75.0,19469.69,local,local_2,laundering_schema_7,laundering_schema_7_id199,1
145584650,855891,cash_167,3,3,Tuesday,10,57,10,CARD,LINK,other_expenses,cash_withdrawal,other,620.0,70.0,182778.06,local,local_2,laundering_schema_5,laundering_schema_5_id157,1
195397081,1149432,cash_42,6,11,Thursday,6,26,5,CARD,LINK,other_expenses,cash_withdrawal,other,650.0,35.0,17520.724,large,large_1,laundering_schema_7,laundering_schema_7_id61,1
183061946,1076745,cash_200,3,12,Thursday,12,50,20,CARD,LINK,other_expenses,cash_withdrawal,other,180.0,20.0,2125.2,local,local_2,laundering_schema_7,laundering_schema_7_id51,1
1681728,9851,cash_66,8,4,Tuesday,12,45,16,CARD,LINK,other_expenses,cash_withdrawal,other,530.0,50.0,3015.4397299522593,large_digital,large_digital_1,laundering_schema_5,laundering_schema_5_id68,1
60322189,354972,cash_108,2,27,Thursday,8,43,55,CARD,LINK,other_expenses,cash_withdrawal,other,510.0,60.0,38077.44,local,local_1,laundering_schema_5,laundering_schema_5_id32,1
144481787,849459,cash_185,9,1,Tuesday,8,6,17,CARD,LINK,other_expenses,cash_withdrawal,other,260.0,55.0,58216.652,large,large_1,laundering_schema_5,laundering_schema_5_id151,1
149987036,881963,cryptocurrency_exchange_3,4,23,Thursday,22,6,36,OTHER,OTHER,financial_assets,cryptocurrency,purchase,427.0,20.0,48420.879,large,large_1,laundering_schema_3,laundering_schema_3_id99,1
131716658,774705,cash_119,7,4,Saturday,21,35,13,CARD,LINK,other_expenses,cash_withdrawal,other,630.0,50.0,42032.085,local,local_2,laundering_schema_5,laundering_schema_5_id119,1
175784038,1033917,cash_17,2,5,Wednesday,22,18,39,CARD,LINK,other_expenses,cash_withdrawal,other,950.0,50.0,62726.66,local,local_2,laundering_schema_6,laundering_schema_6_id137,1
124118049,730126,cash_26,3,13,Friday,10,31,44,CARD,LINK,other_expenses,cash_withdrawal,other,950.0,65.0,-207.62841743094316,large,large_1,laundering_schema_6,laundering_schema_6_id178,1
253817782,1493002,cash_66,10,6,Tuesday,15,45,3,CARD,LINK,other_expenses,cash_withdrawal,other,150.0,40.0,35196.624,local,local_3,laundering_schema_7,laundering_schema_7_id38,1
193359304,1137345,476496,5,17,Sunday,18,6,2,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,550.0,30.0,43091.12,large_digital,large_digital_1,laundering_schema_3,laundering_schema_3_id157,1
59502962,foreign_7,350179,3,15,Sunday,16,28,28,FOREIGN WIRE TRANSFER,CHAPS,income,other_income,other_uncategorized_income,4000.0,30.0,14629.135999999999,local,local_1,laundering_schema_7,laundering_schema_7_id153,1
121125179,712611,foreign_10,6,27,Saturday,15,33,18,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,792.23,60.0,45501.18827015783,large,large_1,laundering_schema_2,laundering_schema_2_id35,1
104221094,613453,cryptocurrency_exchange_6,1,11,Saturday,22,28,22,OTHER,OTHER,financial_assets,cryptocurrency,purchase,307.0,20.0,2650.011,large,large_1,laundering_schema_3,laundering_schema_3_id73,1
261230938,1536869,cash_138,3,14,Saturday,14,36,6,CARD,LINK,other_expenses,cash_withdrawal,other,280.0,25.0,26430.38,large,large_2,laundering_schema_7,laundering_schema_7_id106,1
298625358,1756936,cryptocurrency_exchange_5,5,23,Saturday,3,33,13,OTHER,OTHER,financial_assets,cryptocurrency,purchase,56.0,40.0,34604.609000000004,large_digital,large_digital_1,laundering_schema_3,laundering_schema_3_id20,1
276107878,1624489,cash_150,4,1,Wednesday,23,47,23,CARD,LINK,other_expenses,cash_withdrawal,other,950.0,35.0,2033.3658966868084,large,large_2,laundering_schema_6,laundering_schema_6_id176,1
30223778,177764,cash_21,4,3,Friday,9,45,20,CARD,LINK,other_expenses,cash_withdrawal,other,510.0,45.0,32793.6,local,local_1,laundering_schema_7,laundering_schema_7_id93,1
58793996,345944,cash_162,4,27,Monday,10,42,23,CARD,LINK,other_expenses,cash_withdrawal,other,680.0,35.0,11496.096000000001,local,local_1,laundering_schema_5,laundering_schema_5_id64,1
84600251,497965,cash_75,5,16,Saturday,11,52,20,CARD,LINK,other_expenses,cash_withdrawal,other,880.0,40.0,475.36487696702886,large,large_1,laundering_schema_6,laundering_schema_6_id85,1
82415498,484945,cash_200,3,16,Monday,17,49,58,CARD,LINK,other_expenses,cash_withdrawal,other,490.0,50.0,9101.63,large,large_1,laundering_schema_7,laundering_schema_7_id51,1
47803484,281334,cash_190,2,6,Thursday,19,22,49,CARD,LINK,other_expenses,cash_withdrawal,other,340.0,55.0,1535.84,large,large_1,laundering_schema_7,laundering_schema_7_id139,1
281437939,1655849,26978,2,10,Monday,0,32,28,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,2934.66,40.0,36584.0,local,local_3,laundering_schema_1,laundering_schema_1_id43,1
174855951,cryptocurrency_exchange_7,1028491,3,11,Wednesday,11,8,18,OTHER,OTHER,financial_assets,cryptocurrency,sale,5950.0,30.0,14271.75,local,local_2,laundering_schema_1,laundering_schema_1_id190,1
63299374,372506,cryptocurrency_exchange_8,2,24,Monday,14,19,21,SDD,BACS,financial_assets,cryptocurrency,purchase,678.0,30.0,66063.92,large_digital,large_digital_1,laundering_schema_3,laundering_schema_3_id33,1
129450779,761455,cash_12,7,24,Friday,3,7,17,CARD,LINK,other_expenses,cash_withdrawal,other,710.0,25.0,60.19563849395132,small_digital,small_digital_1,laundering_schema_6,laundering_schema_6_id127,1
152109602,894520,cash_42,2,17,Monday,13,19,16,CARD,LINK,other_expenses,cash_withdrawal,other,610.0,55.0,88343.01,local,local_2,laundering_schema_6,laundering_schema_6_id51,1
90214048,foreign_9,531029,6,22,Monday,9,12,12,FOREIGN WIRE TRANSFER,CHAPS,income,other_income,other_uncategorized_income,1600.0,45.0,13546.403,large,large_1,laundering_schema_7,laundering_schema_7_id24,1
209146690,1230288,cryptocurrency_exchange_4,2,7,Friday,20,17,6,WIRE TRANSFER,FPS,financial_assets,cryptocurrency,purchase,586.0,45.0,63952.897999999994,local,local_3,laundering_schema_3,laundering_schema_3_id2,1
72409565,foreign_2,426132,3,29,Sunday,7,32,57,FOREIGN WIRE TRANSFER,CHAPS,income,other_income,other_uncategorized_income,1800.0,40.0,43469.34,local,local_1,laundering_schema_7,laundering_schema_7_id93,1
74652625,439215,cash_131,9,7,Monday,13,4,43,CARD,LINK,other_expenses,cash_withdrawal,other,800.0,45.0,962.2748006741323,local,local_1,laundering_schema_6,laundering_schema_6_id144,1
77264235,454671,cash_163,7,28,Tuesday,10,12,12,CARD,LINK,other_expenses,cash_withdrawal,other,970.0,35.0,225.53108351416225,large,large_1,laundering_schema_6,laundering_schema_6_id172,1
101832128,599357,cash_111,8,23,Sunday,21,6,38,CARD,LINK,other_expenses,cash_withdrawal,other,680.0,40.0,6205.323897278864,local,local_1,laundering_schema_6,laundering_schema_6_id66,1
103910677,611656,cash_41,4,25,Saturday,18,37,53,CARD,LINK,other_expenses,cash_withdrawal,other,100.0,35.0,129977.406,local,local_2,laundering_schema_7,laundering_schema_7_id148,1
199070620,1171044,cash_97,8,7,Friday,8,9,58,CARD,LINK,other_expenses,cash_withdrawal,other,310.0,25.0,16377.621000000001,large,large_1,laundering_schema_7,laundering_schema_7_id38,1
234998183,1382267,cryptocurrency_exchange_8,1,31,Friday,4,21,40,OTHER,OTHER,financial_assets,cryptocurrency,purchase,1055.0,35.0,39067.038,local,local_3,laundering_schema_3,laundering_schema_3_id15,1
233724332,1374907,foreign_5,4,21,Tuesday,8,45,22,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,3999.52,35.0,184360.19199999998,large,large_2,laundering_schema_2,laundering_schema_2_id68,1
72144729,424586,cash_125,8,7,Friday,12,38,33,CARD,LINK,other_expenses,cash_withdrawal,other,610.0,35.0,22014.525,large,large_1,laundering_schema_5,laundering_schema_5_id0,1
53855643,foreign_5,316980,11,23,Monday,8,1,17,FOREIGN WIRE TRANSFER,CHAPS,income,other_income,other_uncategorized_income,5900.0,70.0,18495.02,local,local_1,laundering_schema_7,laundering_schema_7_id11,1
159137705,935784,cash_39,6,3,Wednesday,10,30,43,CARD,LINK,other_expenses,cash_withdrawal,other,900.0,30.0,-32.48355785865198,large_digital,large_digital_1,laundering_schema_6,laundering_schema_6_id198,1
9901522,58196,cash_171,5,8,Friday,13,57,52,CARD,LINK,other_expenses,cash_withdrawal,other,860.0,30.0,1144.84,local,local_1,laundering_schema_5,laundering_schema_5_id24,1
190714232,1121919,cash_51,7,7,Tuesday,16,16,37,CARD,LINK,other_expenses,cash_withdrawal,other,490.0,60.0,13562.39,large,large_1,laundering_schema_7,laundering_schema_7_id68,1
135230030,795323,1173984,3,28,Saturday,20,45,6,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,1090.0,40.0,47404.01,large,large_1,laundering_schema_3,laundering_schema_3_id180,1
61925952,364419,cash_56,7,29,Wednesday,13,32,54,CARD,LINK,other_expenses,cash_withdrawal,other,1040.0,30.0,3079.2130873916344,local,local_1,laundering_schema_6,laundering_schema_6_id168,1
172557618,1015064,cash_124,6,16,Tuesday,16,21,11,CARD,LINK,other_expenses,cash_withdrawal,other,480.0,40.0,12202.372,large,large_1,laundering_schema_7,laundering_schema_7_id154,1
288244073,1695911,cash_66,10,5,Monday,10,36,44,CARD,LINK,other_expenses,cash_withdrawal,other,230.0,45.0,60810.512,local,local_3,laundering_schema_7,laundering_schema_7_id38,1
132178157,777410,foreign_5,6,24,Wednesday,13,28,15,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,1656.55,25.0,4585.294,local,local_2,laundering_schema_2,laundering_schema_2_id128,1
67540173,397441,cash_106,5,10,Sunday,14,27,46,CARD,LINK,other_expenses,cash_withdrawal,other,760.0,20.0,63606.224,local,local_1,laundering_schema_7,laundering_schema_7_id61,1
64478038,379386,foreign_10,3,10,Tuesday,15,9,42,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,377.51,35.0,28437.072,large,large_1,laundering_schema_2,laundering_schema_2_id136,1
282837769,1664121,cash_168,11,19,Thursday,17,54,59,CARD,LINK,other_expenses,cash_withdrawal,other,700.0,30.0,214.7802198426175,large_digital,large_digital_1,laundering_schema_6,laundering_schema_6_id82,1
304895541,1793640,cash_30,5,9,Saturday,16,5,23,CARD,LINK,other_expenses,cash_withdrawal,other,790.0,45.0,19344.5,small_digital,small_digital_1,laundering_schema_5,laundering_schema_5_id1,1
211114189,1241913,697182,6,27,Saturday,22,57,43,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,4347.5,50.0,1870.2255869571086,local,local_3,laundering_schema_1,laundering_schema_1_id172,1
66959558,393956,foreign_4,8,18,Tuesday,2,44,51,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,1742.31,40.0,3678.4353220716876,large,large_1,laundering_schema_4,laundering_schema_4_id35,1
125043708,735574,cash_161,7,28,Tuesday,7,34,28,CARD,LINK,other_expenses,cash_withdrawal,other,560.0,55.0,154890.97199999998,large,large_1,laundering_schema_5,laundering_schema_5_id26,1
172078879,1012267,cash_6,5,26,Tuesday,23,56,32,CARD,LINK,other_expenses,cash_withdrawal,other,810.0,35.0,1699.5735654554283,large,large_1,laundering_schema_6,laundering_schema_6_id78,1
19538512,114820,cash_58,3,11,Wednesday,11,43,51,CARD,LINK,other_expenses,cash_withdrawal,other,680.0,20.0,10058.797552284865,large_digital,large_digital_1,laundering_schema_6,laundering_schema_6_id80,1
28890612,cash_151,169735,5,2,Saturday,10,18,24,OTHER,LINK,income,other_income,cash_deposits,1590.0,40.0,6324.03,local,local_1,laundering_schema_4,laundering_schema_4_id61,1
196454275,cryptocurrency_exchange_3,1155672,9,27,Sunday,15,40,5,OTHER,OTHER,financial_assets,cryptocurrency,sale,5461.0,55.0,153806.97600000002,large,large_1,laundering_schema_2,laundering_schema_2_id129,1
49403823,290849,cash_166,6,20,Saturday,18,17,16,CARD,LINK,other_expenses,cash_withdrawal,other,600.0,60.0,29162.916,local,local_1,laundering_schema_7,laundering_schema_7_id43,1
53855580,316980,cash_111,9,20,Sunday,10,29,45,CARD,LINK,other_expenses,cash_withdrawal,other,730.0,70.0,18495.02,local,local_1,laundering_schema_7,laundering_schema_7_id11,1
186589714,1097600,1184622,6,1,Monday,8,47,29,WIRE TRANSFER,FPS,money_exchange_between_private_parties,bank_transfer,other,11781.0,40.0,124157.72200000001,large,large_1,laundering_schema_1,laundering_schema_1_id102,1
285093440,cryptocurrency_exchange_7,1677335,4,8,Wednesday,13,53,6,OTHER,OTHER,financial_assets,cryptocurrency,sale,6100.0,25.0,36452.559,local,local_3,laundering_schema_1,laundering_schema_1_id98,1
106030985,623934,cash_159,4,12,Sunday,9,12,32,CARD,LINK,other_expenses,cash_withdrawal,other,660.0,35.0,34468.546,large,large_1,laundering_schema_7,laundering_schema_7_id157,1
152539868,cash_151,897021,4,4,Saturday,8,57,20,OTHER,LINK,income,other_income,cash_deposits,1690.0,40.0,34453.61,local,local_2,laundering_schema_4,laundering_schema_4_id10,1
110528633,650444,cash_43,10,20,Tuesday,21,41,6,CARD,LINK,other_expenses,cash_withdrawal,other,840.0,80.0,50388.13,large,large_1,laundering_schema_6,laundering_schema_6_id64,1
74059585,435702,foreign_5,1,30,Thursday,13,15,12,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,2561.41,20.0,3548.66,small_digital,small_digital_1,laundering_schema_4,laundering_schema_4_id5,1
3997418,23523,cash_81,9,9,Wednesday,18,15,41,CARD,LINK,other_expenses,cash_withdrawal,other,510.0,25.0,12163.22,local,local_1,laundering_schema_7,laundering_schema_7_id89,1
125043754,735574,cash_17,9,3,Thursday,17,41,2,CARD,LINK,other_expenses,cash_withdrawal,other,1030.0,55.0,154890.97199999998,large,large_1,laundering_schema_5,laundering_schema_5_id26,1
285609457,1680318,cash_136,6,27,Saturday,5,42,57,CARD,LINK,other_expenses,cash_withdrawal,other,350.0,55.0,1402.0892484429492,local,local_3,laundering_schema_7,laundering_schema_7_id194,1
213270557,1254547,cryptocurrency_exchange_3,7,20,Monday,21,53,36,OTHER,OTHER,financial_assets,cryptocurrency,purchase,175.0,65.0,55145.623,local,local_3,laundering_schema_3,laundering_schema_3_id8,1
101832197,599357,cash_48,11,27,Friday,1,37,54,CARD,LINK,other_expenses,cash_withdrawal,other,900.0,40.0,6205.323897278864,local,local_1,laundering_schema_6,laundering_schema_6_id66,1
